ID,Q2,Q3,Q3.17.s,Q4,Q5,Q6.1,Q6.2,Q6.3,Q7.1,Q7.2,Q7.3,Q8.1,Q8.2,Q8.3,Q9.1,Q9.2,Q9.3,Q10.1,Q10.2,Q10.3,Q11.1,Q11.2,Q11.3,Q12.1,Q12.2,Q12.3,Q12.4,Q13.1,Q13.2,Q13.3,Q13.4,Q14.1,Q14.2,Q14.3,Q15.1,Q15.2,Q15.3,Q16.1,Q16.2,Q16.3,Q16.4,Q17.1,Q17.2,Q17.3,Q17.4,Q18.1,Q18.2,Q18.3,Q18.4,Q18.5,Q18.6,Q18.7,Q19.1,Q19.2,Q19.3,Q19.4,Q19.5,Q19.6,Q19.7,Q20.1,Q20.2,Q20.3,Q20.4,Q20.5,Q20.6,Q20.7,Q21.1,Q21.2,Q21.3,Q21.4,Q21.5,Q21.6,Q21.7,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32
919,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Professional Staff,Full-time (5 days) in the office,4,5,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,5,5,3,3,4,5,5,5,3,5,4,4,4,4,5,4,4,4,5,5,3,4,4,4,4,4,4,5,4,5,4,4,5,3,3,4,5,4,4,5,45,45-54,Male,Living with my parents,"$25,000 - $49,999",Single / Never married,Black or African American,Full-time work,High school/Tertiary/Tech. College,Louisiana,South
920,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Director,Full-time (5 days) in the office,1,4,4,1,4,5,2,3,4,4,2,4,4,3,3,3,2,3,3,4,4,2,3,4,3,4,4,4,2,4,4,1,4,2,4,3,4,5,5,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,3,5,5,4,4,4,4,4,4,4,46,45-54,Female,Owned house,"$200,000 or more",Married,Black or African American,Full-time work,University/Higher Education,New York,Northeast
921,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full time (5 days) working remotely,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,1,1,2,4,5,1,3,4,4,4,4,4,2,4,3,3,4,4,4,3,3,42,35-44,Male,Owned house,"$50,000 - $79,999",Domestic partnership / Living with partner,White,Full-time work,High school/Tertiary/Tech. College,Washington,West
923,I worked in an office environment some of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Executive Leadership,"4 days working remotely, 1 day in the office",4,4,4,4,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,4,4,4,5,4,5,5,5,5,4,4,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,50,45-54,Female,Owned house,"$100,000 - $149,999",Divorced,Black or African American,Full-time work,University/Higher Education,Texas,South
925,I worked in an office environment all of the time,"Management Advisory (e.g. Accounting, Consulting, Business Services, Real Estate, Development)",,Manager,Full time (5 days) working remotely,3,4,4,5,5,5,4,4,4,5,5,5,4,5,4,4,4,5,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,2,5,3,4,4,5,3,2,4,2,2,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,5,5,4,4,4,40,35-44,Female,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Ohio,Midwest
926,I worked in an office environment some of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Technical Staff,Full time (5 days) working remotely,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,62,55-99,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Kentucky,South
927,I worked in an office environment some of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Administrative or Support Staff,"3 days working remotely, 2 days in the office",3,4,3,2,4,4,3,4,3,4,3,2,2,2,3,4,2,4,4,2,2,4,4,2,5,5,4,3,4,4,5,3,4,3,2,2,4,4,4,4,2,2,2,4,3,2,4,3,3,4,2,3,3,3,4,4,4,4,4,3,4,4,3,5,5,4,3,3,39,35-44,Female,Owned house,"$25,000 - $49,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Washington,West
928,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full-time (5 days) in the office,5,4,4,3,3,3,2,3,2,3,3,3,4,5,3,3,3,3,4,3,4,2,3,3,3,3,2,3,3,3,3,3,2,4,3,2,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,45,45-54,Male,Rented apartment,"$150,000 - $199,999",Single / Never married,White,Full-time work,University/Higher Education,California,West
929,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Administrative or Support Staff,Full time (5 days) working remotely,5,5,5,4,5,5,5,4,4,5,4,5,4,4,4,4,5,4,5,5,5,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,46,45-54,Female,Rented house,"$50,000 - $79,999",Divorced,Hispanic or Latino,Full-time work,University/Higher Education,Ohio,Midwest
930,I worked in an office environment all of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Administrative or Support Staff,Full-time (5 days) in the office,3,4,4,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,4,3,4,4,4,4,3,4,3,4,4,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,4,3,4,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,61,55-99,Male,Rented house,"$25,000 - $49,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Ohio,Midwest
931,I worked in an office environment most of the time,"Consumer Goods (e.g. Commercial Goods, Fashion & Beauty, Food & Beverage, Automotive, Personal Electronics)",,Partner/Vice President,"2 days working remotely, 3 days in the office",5,4,4,5,4,4,4,4,5,4,5,4,4,5,5,4,4,5,4,4,5,5,4,4,5,5,5,4,5,4,5,4,5,4,5,4,4,4,4,5,5,4,4,3,5,5,4,5,4,4,5,4,4,5,5,5,5,4,4,4,4,4,5,4,4,4,5,5,37,35-44,Female,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Texas,South
933,I worked in an office environment all of the time,Other (please specify),Transportation,Administrative or Support Staff,Full-time (5 days) in the office,2,3,2,3,3,4,2,4,2,3,3,3,4,4,4,3,3,3,4,4,4,4,3,3,3,3,2,3,4,2,3,3,2,4,4,3,3,3,3,3,4,4,3,3,3,2,3,3,3,2,3,3,3,3,4,4,4,3,3,4,2,3,3,3,3,2,2,2,36,35-44,Male,Owned house,"$25,000 - $49,999",Married,White,Full-time work,University/Higher Education,Kansas,Midwest
934,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Technical Staff,Full time (5 days) working remotely,4,4,4,5,5,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,5,5,4,5,4,5,5,4,4,4,4,5,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,35,35-44,Female,Owned house,"$100,000 - $149,999",Divorced,White,Full-time work,University/Higher Education,Indiana,Midwest
936,I worked in an office environment all of the time,Other (please specify),Customer Service,Manager,Full time (5 days) working remotely,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,2,5,5,5,5,3,3,3,3,3,3,3,5,5,4,5,4,5,5,5,5,4,4,5,5,2,5,5,5,5,5,5,5,30,25-34,Female,Rented house,"$15,000 - $24,999",Single / Never married,White,Full-time work,University/Higher Education,South Carolina,South
939,I worked in an office environment most of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Manager,Full time (5 days) working remotely,1,1,1,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,4,5,4,4,4,3,4,4,4,4,5,4,4,5,5,5,5,4,5,5,4,5,4,5,5,4,4,60,55-99,Female,Owned house,"$200,000 or more",Single / Never married,Black or African American,Full-time work,University/Higher Education,Georgia,South
940,I worked in an office environment all of the time,"Energy (e.g. Gas/Oil, Mining, Utilities, Alternative Energy)",,Manager,Full time (5 days) working remotely,4,3,5,5,4,4,4,4,5,5,4,4,5,4,4,5,4,4,5,4,3,5,5,4,4,4,4,5,4,5,4,4,5,4,5,4,5,4,4,5,5,4,4,5,5,4,5,5,4,4,5,5,4,5,5,5,5,4,5,4,4,4,5,4,4,4,5,4,36,35-44,Male,Owned house,"$50,000 - $79,999",Married,White,Full-time work,University/Higher Education,Oklahoma,South
944,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full-time (5 days) in the office,3,5,2,3,4,4,3,4,3,4,4,4,4,4,2,4,4,4,5,4,4,4,5,4,4,4,4,3,4,4,4,4,3,2,3,3,4,4,4,4,3,3,3,3,3,4,3,4,4,3,3,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,41,35-44,Female,Living with my parents,"$25,000 - $49,999",Single / Never married,White,Full-time work,University/Higher Education,New York,Northeast
945,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full-time (5 days) in the office,4,5,2,4,5,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,2,4,3,4,2,2,4,4,4,5,5,5,4,2,4,2,5,4,2,4,3,5,5,4,4,4,5,5,5,5,5,5,4,5,5,5,5,4,5,4,41,35-44,Female,Rented apartment,"$50,000 - $79,999",#NULL!,Black or African American,Full-time work,University/Higher Education,Florida,South
950,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Manager,"3 days working remotely, 2 days in the office",4,4,2,4,5,5,4,4,4,5,5,5,4,4,4,5,5,5,4,2,4,2,5,4,4,4,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,4,2,4,4,4,4,5,5,3,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,56,55-99,Female,Owned house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,Illinois,Midwest
951,I worked in an office environment some of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Professional Staff,"3 days working remotely, 2 days in the office",4,4,4,4,4,5,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,1,4,4,4,4,4,4,4,4,4,4,43,35-44,Female,Owned house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,Ohio,Midwest
952,I worked in an office environment some of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Professional Staff,"3 days working remotely, 2 days in the office",4,4,5,4,5,5,4,5,3,4,4,3,4,4,3,4,3,4,4,3,3,4,4,4,4,5,4,3,4,4,4,4,3,4,4,4,3,3,3,3,4,4,2,4,4,2,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,3,3,4,4,3,4,3,36,35-44,Male,Rented apartment,"$100,000 - $149,999",Married,Asian,Full-time work,High school/Tertiary/Tech. College,New York,Northeast
953,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,"1 day working remotely, 4 days in the office",4,4,3,5,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,2,4,4,4,4,4,3,2,2,4,2,2,4,4,2,1,4,4,4,4,2,2,1,2,4,4,2,4,3,4,4,4,5,4,5,4,5,4,4,5,4,4,5,4,5,4,5,4,66,55-99,Female,Owned house,"$100,000 - $149,999",Divorced,White,Full-time work,University/Higher Education,Maine,Northeast
955,I worked in an office environment all of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Director,Full time (5 days) working remotely,3,4,2,4,4,3,2,4,2,3,3,3,3,4,3,4,3,4,3,2,3,3,4,4,3,4,3,3,3,3,2,3,3,2,3,3,2,4,4,3,2,1,4,1,1,4,1,3,3,2,2,2,2,3,4,2,2,4,3,4,2,3,3,2,3,3,1,2,40,35-44,Female,Owned house,#NULL!,Married,White,Full-time work,University/Higher Education,Maryland,South
956,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Professional Staff,Full-time (5 days) in the office,4,4,4,4,4,5,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,5,4,3,4,3,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,49,45-54,Female,Owned apartment,"$100,000 - $149,999",Single / Never married,Black or African American,Full-time work,High school/Tertiary/Tech. College,Texas,South
957,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Administrative or Support Staff,Full-time (5 days) in the office,5,4,4,5,5,5,5,4,2,5,5,5,1,1,1,5,5,5,1,1,1,5,5,5,5,4,4,4,1,4,4,4,1,1,1,1,5,5,5,5,1,4,4,4,3,1,4,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,54,45-54,Female,Rented house,"$50,000 - $79,999",Widowed,Hispanic or Latino,Full-time work,University/Higher Education,California,West
958,I worked in an office environment all of the time,"Management Advisory (e.g. Accounting, Consulting, Business Services, Real Estate, Development)",,Professional Staff,Full time (5 days) working remotely,2,3,1,2,3,4,2,1,2,4,4,3,3,4,2,3,4,4,2,2,3,3,4,2,3,3,3,2,1,3,3,2,2,2,3,1,4,5,4,4,2,4,1,1,3,2,1,5,3,3,5,3,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,45,45-54,Female,Rented apartment,"$25,000 - $49,999",Single / Never married,White,Full-time work,University/Higher Education,Ohio,Midwest
959,I worked in an office environment all of the time,"Industrial (e.g. Manufacturing, Construction, Engineering, etc.)",,Administrative or Support Staff,Full-time (5 days) in the office,4,4,4,4,4,5,4,4,3,4,4,2,4,4,2,4,4,4,2,3,2,4,4,4,4,4,1,4,3,1,1,4,1,1,2,4,4,5,5,5,4,4,4,2,3,4,2,4,4,2,2,4,4,4,3,4,4,4,2,4,3,4,4,4,4,1,4,3,51,45-54,Male,Owned house,"$50,000 - $79,999",Married,White,Full-time work,High school/Tertiary/Tech. College,North Carolina,South
960,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Manager,Full-time (5 days) in the office,1,2,2,5,3,5,2,4,2,5,2,3,1,2,2,3,4,3,3,3,3,4,5,4,3,3,2,2,1,1,1,1,3,4,1,2,3,3,5,3,1,3,3,4,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,42,35-44,Male,Rented apartment,"$50,000 - $79,999",Domestic partnership / Living with partner,White,Full-time work,Postgraduate Education,Utah,West
961,I worked in an office environment all of the time,"Hospitality (e.g. Hotel, Leisure, Travel)",,Technical Staff,Full-time (5 days) in the office,4,5,4,3,5,4,4,5,4,5,4,5,4,4,3,4,5,3,4,4,4,4,5,4,4,4,4,5,5,5,4,5,4,4,5,4,4,5,4,5,4,3,4,3,5,5,4,4,5,5,4,5,5,5,4,5,4,5,3,5,3,4,5,5,5,5,4,5,26,25-34,Female,Rented apartment,"$50,000 - $79,999",Single / Never married,White,Full-time work,University/Higher Education,Texas,South
962,I worked in an office environment most of the time,"Design (e.g. Architecture, Interior Design, Graphic Design, Industrial Design, Product Design, UX, Service Design)",,Manager,"2 days working remotely, 3 days in the office",3,3,2,4,4,2,4,4,4,3,4,3,3,2,4,4,4,4,5,4,4,2,4,4,5,5,4,4,3,4,4,3,4,4,2,5,5,4,4,4,4,4,4,5,3,4,5,3,3,4,3,4,4,5,4,3,4,3,2,4,4,4,4,4,2,3,4,5,31,25-34,Female,Rented apartment,"$25,000 - $49,999",Single / Never married,Hispanic or Latino,Full-time work,High school/Tertiary/Tech. College,Florida,South
963,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full time (5 days) working remotely,4,4,2,4,4,5,4,5,4,5,5,4,3,4,4,5,5,4,5,5,5,4,5,5,4,5,4,4,5,5,3,3,5,3,2,3,5,4,2,2,4,5,4,5,2,5,5,2,3,2,4,5,5,4,5,4,4,5,4,5,4,4,3,2,5,4,5,3,27,25-34,Female,Owned house,"$25,000 - $49,999",Single / Never married,White,Full-time work,University/Higher Education,Tennessee,South
965,I worked in an office environment most of the time,Other (please specify),Chemical,Director,Full-time (5 days) in the office,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,49,45-54,Male,Owned apartment,"$80,000 - $99,999",Divorced,Black or African American,Full-time work,High school/Tertiary/Tech. College,Tennessee,South
966,I worked in an office environment most of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Professional Staff,Full-time (5 days) in the office,5,4,4,5,4,5,4,5,4,4,5,4,4,4,3,4,4,4,3,3,5,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,5,4,2,2,2,2,3,2,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,5,4,38,35-44,Female,Owned house,"$50,000 - $79,999",Married,White,Full-time work,University/Higher Education,Pennsylvania,Northeast
967,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Professional Staff,"2 days working remotely, 3 days in the office",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,3,4,4,4,4,3,3,3,4,4,4,4,4,4,4,2,2,4,4,4,4,3,2,2,2,4,4,2,2,4,4,4,4,4,4,4,2,4,3,3,4,3,3,37,35-44,Female,Owned house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,Virginia,South
968,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Manager,Full time (5 days) working remotely,3,4,4,1,4,4,3,3,4,3,1,1,4,3,4,4,3,3,2,4,2,4,4,3,3,4,5,5,4,5,4,2,4,4,1,1,3,4,4,4,2,2,4,2,4,2,2,2,3,4,4,4,1,1,4,4,4,4,4,4,4,3,1,4,4,4,2,3,44,35-44,Female,Owned apartment,"$200,000 or more",Married,White,Full-time work,University/Higher Education,California,West
969,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full-time (5 days) in the office,4,4,3,4,4,5,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,5,3,4,4,4,4,4,4,3,3,3,2,4,2,3,4,5,2,4,4,2,3,4,4,2,4,3,2,3,4,3,3,5,4,5,5,2,5,4,4,3,2,3,3,3,4,67,55-99,Female,Owned house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,New York,Northeast
972,I worked in an office environment all of the time,Other (please specify),Retail,Professional Staff,Full-time (5 days) in the office,4,4,3,2,3,2,3,5,2,4,5,3,4,2,4,3,3,4,3,4,2,4,4,3,3,3,2,3,3,2,2,1,2,3,2,3,4,5,4,3,2,4,3,2,3,1,2,4,3,2,4,3,2,4,5,4,4,4,2,5,4,4,3,3,4,3,5,5,58,55-99,Male,Owned apartment,"$100,000 - $149,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Mississippi,South
973,I worked in an office environment all of the time,"Management Advisory (e.g. Accounting, Consulting, Business Services, Real Estate, Development)",,Professional Staff,Full time (5 days) working remotely,4,4,4,4,4,4,4,4,4,5,4,3,4,5,4,3,4,4,5,5,5,5,4,4,4,4,4,4,2,4,3,1,4,3,4,3,4,4,5,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,26,25-34,Female,#NULL!,"$25,000 - $49,999",#NULL!,White,Full-time work,#NULL!,Florida,South
974,I worked in an office environment some of the time,"Technology (e.g. Internet. Hardware, Software, Telecommunications, eCommerce)",,Director,Full time (5 days) working remotely,4,5,2,1,4,4,2,1,2,3,1,1,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,45-54,Female,Owned apartment,"$50,000 - $79,999",Married,White,Full-time work,University/Higher Education,New York,Northeast
975,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Manager,"4 days working remotely, 1 day in the office",4,5,4,3,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,3,3,3,4,5,5,4,3,3,3,4,4,3,4,4,3,5,5,5,3,4,5,5,5,5,4,5,5,5,3,5,5,5,5,5,45,45-54,Female,Owned house,"$50,000 - $79,999",Single / Never married,White,Full-time work,University/Higher Education,Alabama,South
976,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full-time (5 days) in the office,5,5,4,5,5,5,4,5,4,3,4,3,4,4,3,3,2,3,3,4,3,4,4,2,2,3,4,4,3,3,2,3,4,4,4,3,3,2,4,4,4,3,2,3,5,4,3,3,3,2,4,4,3,3,4,3,4,4,3,4,3,4,3,2,3,5,3,3,51,45-54,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Indiana,Midwest
979,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Professional Staff,Full-time (5 days) in the office,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,5,4,4,3,3,3,5,5,2,5,5,4,5,3,2,5,5,4,3,3,4,5,2,3,45,45-54,Female,Owned house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,Ohio,Midwest
981,I worked in an office environment most of the time,"Financial Services (e.g. Banking, Insurance, FinTech, Private Equity)",,Director,Full time (5 days) working remotely,4,4,4,5,5,5,4,4,3,4,5,5,5,4,4,4,3,4,5,5,4,4,5,5,4,5,4,5,4,4,4,3,4,3,4,4,5,4,5,3,4,5,5,4,5,4,4,3,3,4,3,5,4,4,2,5,2,4,2,5,4,4,4,5,4,5,3,4,34,25-34,Female,Owned house,"$200,000 or more",Married,White,Full-time work,University/Higher Education,Kentucky,South
982,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full-time (5 days) in the office,4,4,2,5,5,5,4,4,4,5,4,5,4,4,4,4,4,5,2,2,4,3,5,5,4,5,4,4,2,4,4,1,3,2,2,2,4,5,5,4,1,4,4,2,4,1,2,5,3,4,5,4,4,5,3,3,4,3,3,5,4,5,4,4,5,5,5,5,29,25-34,Female,Rented apartment,"$50,000 - $79,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Michigan,Midwest
983,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Manager,Full time (5 days) working remotely,4,4,4,3,3,4,4,4,4,3,3,3,4,4,4,3,3,3,4,4,4,4,3,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,58,55-99,Female,Owned house,"$100,000 - $149,999",Single / Never married,White,Full-time work,University/Higher Education,New Jersey,Northeast
984,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Manager,Full-time (5 days) in the office,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,5,5,5,5,2,5,1,2,3,5,5,5,5,3,5,5,4,4,4,5,5,4,2,5,2,5,5,4,5,4,5,3,55,55-99,Female,Owned house,"$80,000 - $99,999",Married,White,Full-time work,University/Higher Education,Pennsylvania,Northeast
986,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Professional Staff,Full time (5 days) working remotely,4,4,2,3,4,4,4,4,4,5,4,3,4,4,4,4,4,3,3,2,3,3,4,4,3,4,4,4,3,3,2,2,3,3,4,2,4,3,5,1,2,2,2,4,4,3,3,4,2,3,5,5,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,31,25-34,Female,Owned house,"$80,000 - $99,999",Single / Never married,White,Full-time work,University/Higher Education,Florida,South
989,I worked in an office environment all of the time,"Education (e.g. Primary Education, Secondary Education, Post-graduate Education)",,Director,Full-time (5 days) in the office,5,5,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,5,4,5,5,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,3,4,4,2,4,3,3,3,5,3,4,34,25-34,Female,#NULL!,"$200,000 or more",#NULL!,White,Full-time work,University/Higher Education,Oklahoma,South
992,I worked in an office environment all of the time,"Healthcare (e.g. Medical, Mental Health, Outpatient Care)",,Technical Staff,Full-time (5 days) in the office,4,4,4,3,4,4,4,4,4,3,3,3,3,4,3,4,3,4,2,4,3,4,5,4,4,4,4,4,4,5,4,3,3,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,3,3,4,4,3,3,4,4,5,4,4,4,3,3,3,3,3,4,4,4,66,55-99,Male,Owned house,"$80,000 - $99,999",Married,White,Full-time work,High school/Tertiary/Tech. College,Pennsylvania,Northeast
993,I worked in an office environment some of the time,Other (please specify),Aviation,Technical Staff,Full time (5 days) working remotely,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,52,45-54,Male,Rented apartment,"$80,000 - $99,999",Married,Hispanic or Latino,Full-time work,University/Higher Education,Florida,South
995,I worked in an office environment all of the time,"Government / Defense (e.g. Government Agencies, Defense Contractors, Intelligence, Federal Civilian)",,Professional Staff,Full time (5 days) working remotely,3,2,4,3,4,4,2,3,2,4,3,4,3,2,2,3,3,3,4,4,2,4,4,4,4,4,2,3,4,3,3,3,3,4,4,4,3,4,4,4,2,3,2,2,2,2,3,3,3,3,3,4,2,3,4,4,4,2,3,4,3,4,4,4,4,3,3,3,49,45-54,Male,Owned house,"$100,000 - $149,999",Married,White,Full-time work,University/Higher Education,Illinois,Midwest
